#{"t_start": 1744472488.0198474, "env_id": "None"}
r,l,t
189.189699,9,323.766229
199.0,1,323.824348
196.531024,3,323.964885
195.480214,4,324.12541
196.757554,3,324.254266
197.72791,2,324.344081
197.479463,2,324.447361
199.0,1,324.515768
199.0,1,324.582839
165.567218,24,325.475327
195.260386,3,325.615026
196.467649,3,325.749015
197.345428,2,325.857054
199.0,1,325.918689
139.344504,42,327.381757
195.186698,4,327.580407
174.169804,18,328.21608
174.588944,18,328.851023
199.0,1,328.914541
176.469799,15,329.454335
83.70601,65,331.739698
199.0,1,331.797786
187.286122,10,332.165202
199.0,1,332.232963
196.545397,3,332.364648
197.865551,2,332.465901
199.0,1,332.528549
179.052673,14,333.057246
194.143737,5,333.250484
190.365259,8,333.548039
-105.229064,100,337.061621
-92.380911,100,340.549797
199.0,1,340.614642
196.559334,3,340.746762
-174.475428,100,344.18407
193.983756,5,344.368774
-133.900602,100,347.864424
191.061414,5,348.064471
-163.246766,100,351.499486
197.849656,2,351.597907
199.0,1,351.665228
-185.843878,100,355.120657
193.282602,6,355.363533
195.420607,4,355.521129
197.767685,2,355.631008
197.208215,2,355.724534
197.875529,2,355.814521
190.222396,8,356.108643
195.597871,4,356.269589
196.72658,3,356.418836
199.0,1,356.472077
195.371322,4,356.656337
199.0,1,356.714334
-175.038383,100,360.21433
196.692558,3,360.338618
189.859303,8,360.659495
199.0,1,360.733273
189.221114,9,361.070956
-161.231173,100,364.630013
196.755279,3,364.76665
197.850366,2,364.867076
197.74057,2,364.961734
195.305438,4,365.140579
-176.058228,100,368.697771
195.307143,4,368.865121
-173.83341,100,372.329989
199.0,1,372.389401
84.961249,41,373.839398
188.146965,10,374.203111
199.0,1,374.254777
-188.802505,100,377.748456
199.0,1,377.80619
197.779274,2,377.915236
-180.375212,100,381.368616
-55.941152,99,384.961519
-174.423563,100,388.501312
196.626698,3,388.630019
188.514696,10,389.000419
199.0,1,389.06429
195.478424,4,389.221093
196.126957,3,389.370784
197.767684,2,389.46347
196.607963,3,389.599475
197.832178,2,389.689121
199.0,1,389.757638
-27.406808,88,392.864146
190.449835,8,393.189804
197.881147,2,393.296857
199.0,1,393.363705
197.600643,2,393.464718
199.0,1,393.524512
195.494372,4,393.698342
197.844171,2,393.798422
199.0,1,393.865456
