#{"t_start": 1744472488.0198474, "env_id": "None"}
r,l,t
197.817343,2,276.178286
196.489583,3,276.316127
196.421618,3,276.466025
197.888939,2,276.570619
195.280383,4,276.728127
197.764503,2,276.832402
197.6353,2,276.931783
199.0,1,276.99739
197.512703,2,277.099373
193.045753,6,277.348441
199.0,1,277.416172
196.795872,3,277.552248
192.017329,7,277.83203
194.08787,5,278.026478
190.133625,8,278.322982
193.027343,6,278.56345
197.857111,2,278.668645
199.0,1,278.73177
199.0,1,278.790505
193.755723,5,279.004529
196.560662,3,279.122185
191.674923,7,279.401388
197.841902,2,279.499681
199.0,1,279.56504
197.808741,2,279.660072
196.509498,3,279.780669
199.0,1,279.8425
199.0,1,279.910206
196.568849,3,280.048964
175.215793,20,280.748922
199.0,1,280.806565
195.202811,4,280.977016
199.0,1,281.047689
196.746065,3,281.178319
197.831613,2,281.290574
196.73713,3,281.429877
197.667868,2,281.529374
197.865771,2,281.62334
186.889117,11,281.988793
197.592146,2,282.078084
197.799255,2,282.175547
190.006618,8,282.43824
194.2335,5,282.621136
197.881769,2,282.709692
195.242202,4,282.884725
197.898514,2,282.97358
199.0,1,283.050304
194.923606,4,283.21459
196.786923,3,283.351206
196.518141,3,283.482354
199.0,1,283.540958
195.380408,4,283.710354
191.636847,7,283.983355
195.488418,4,284.151131
190.689103,8,284.483853
199.0,1,284.548279
191.025933,7,284.818486
194.005465,5,285.017056
199.0,1,285.081539
195.440404,4,285.244439
193.034013,6,285.485472
199.0,1,285.546548
197.75752,2,285.649247
199.0,1,285.719009
184.826854,12,286.152712
197.861815,2,286.250743
195.439725,4,286.412227
180.774157,15,286.949705
199.0,1,287.011576
197.868213,2,287.1206
199.0,1,287.165514
181.332216,15,287.743545
182.373939,14,288.264432
196.677221,3,288.401702
180.164003,16,289.012733
195.546212,4,289.188078
191.845145,7,289.449469
195.600519,4,289.610166
199.0,1,289.681153
196.633542,3,289.813105
196.737999,3,289.9488
182.992207,14,290.470578
199.0,1,290.530685
194.246217,5,290.722229
194.146834,5,290.937191
185.989372,12,291.382174
191.709344,7,291.643179
199.0,1,291.714928
196.78265,3,291.850797
195.138002,4,292.014933
199.0,1,292.076854
197.735037,2,292.193099
197.893341,2,292.273251
199.0,1,292.344105
199.0,1,292.407157
196.777991,3,292.552588
199.0,1,292.614044
197.746233,2,292.715639
199.0,1,292.780636
197.639519,2,292.87075
197.629199,2,292.994784
196.692673,3,293.123349
199.0,1,293.17319
197.833185,2,293.2618
197.860073,2,293.369549
197.851453,2,293.462833
199.0,1,293.531464
195.590546,4,293.700374
195.345069,4,293.871665
197.601118,2,293.968159
196.638379,3,294.098089
195.517072,4,294.265718
196.644845,3,294.423022
196.154095,3,294.554567
199.0,1,294.610014
187.391364,10,294.987634
199.0,1,295.049932
196.263388,3,295.18224
196.338715,3,295.316289
191.663301,7,295.5826
193.27071,6,295.832479
190.832684,8,296.14245
196.748857,3,296.281063
197.799527,2,296.371347
192.739678,6,296.604396
194.906771,4,296.788148
196.538008,3,296.921333
199.0,1,296.972977
196.666989,3,297.107028
199.0,1,297.166895
197.87265,2,297.266934
186.622858,10,297.634676
187.197012,10,298.003707
197.869675,2,298.102426
197.871607,2,298.204734
189.70843,9,298.579658
196.637183,3,298.723818
196.45698,3,298.85665
199.0,1,298.913879
195.534602,4,299.082438
199.0,1,299.140065
193.076915,6,299.39908
158.702175,30,300.454425
173.689178,20,301.14895
197.89081,2,301.2459
195.979249,3,301.373384
199.0,1,301.423456
197.807309,2,301.522522
193.898042,5,301.723091
199.0,1,301.781609
199.0,1,301.842137
199.0,1,301.916845
192.795161,5,302.113955
196.627576,3,302.267129
186.520648,11,302.679822
194.711483,4,302.837398
186.620759,11,303.260296
192.98645,6,303.50689
199.0,1,303.556014
199.0,1,303.614602
199.0,1,303.694695
197.762598,2,303.789657
199.0,1,303.856781
196.618003,3,304.000829
197.704764,2,304.100379
196.788816,3,304.222845
197.87592,2,304.318133
197.859057,2,304.417723
165.880664,25,305.282564
185.496721,11,305.682056
197.736607,2,305.782116
195.439419,4,305.937938
190.56597,7,306.227835
194.063844,5,306.429183
195.02657,4,306.601864
194.290648,5,306.803983
175.922315,18,307.468918
199.0,1,307.528115
186.324216,10,307.906383
199.0,1,307.961464
180.31336,15,308.511018
194.239681,5,308.718542
184.587351,13,309.201372
199.0,1,309.261702
197.859126,2,309.37427
195.552407,4,309.547669
199.0,1,309.614485
199.0,1,309.684458
193.01729,6,309.915866
188.437498,8,310.231982
197.602696,2,310.332291
189.076486,8,310.630467
167.137358,25,311.522351
194.383034,5,311.715299
191.944754,7,311.981082
195.832131,3,312.115839
189.472418,9,312.438746
190.638861,8,312.763842
182.940637,13,313.248018
199.0,1,313.313867
193.064601,6,313.570848
199.0,1,313.628373
171.341761,20,314.348862
193.364384,5,314.539984
130.853146,49,316.262479
196.582366,3,316.402314
197.889851,2,316.506189
195.440608,4,316.670752
197.681824,2,316.763631
199.0,1,316.831873
197.385897,2,316.93285
199.0,1,317.01516
195.541066,4,317.187979
197.881847,2,317.272787
192.576537,5,317.483871
197.854578,2,317.584325
195.466283,4,317.767051
196.601237,3,317.906734
199.0,1,317.982276
195.022368,3,318.113923
192.482294,6,318.351351
197.868282,2,318.442201
196.618223,3,318.575417
196.697347,3,318.711434
-53.634632,100,322.430951
199.0,1,322.499531
199.0,1,322.555135
194.010557,5,322.768998
197.878007,2,322.870955
199.0,1,322.951035
197.593055,2,323.048786
187.795238,8,323.349677
199.0,1,323.410438
